50.8375,51.0575,51.27,50.725,69062072
50.2025,50.005,50.35,49.6025,101354512
49.8,50.31,50.3775,49.7025,82312060
50.4625,50.8075,50.9325,50.39,71588552
50.8275,50.4375,51.0975,50.4275,80767368
50.6125,50.825,51.0,50.55,70380848
51.0225,51.3025,51.4675,51.0,67789680
51.1475,51.125,51.5275,50.875,67467264
51.0125,50.8375,51.272875,50.8175,56429800
51.0,51.415,51.47,50.925,74328644
51.4475,50.6475,51.625,50.59,83717228
50.9125,51.805,51.8075,50.9025,89111728
52.115,52.21,52.2275,51.8225,73420840
51.9175,52.1675,52.2875,51.7925,59966268
52.2225,51.755,52.31,51.6825,55638248
51.87,51.935,52.4325,51.785,70475496
52.115,52.42,52.66,52.11,86693556
52.19,52.195,52.54,51.8275,135742872
54.105,53.26,55.3425,52.825,277125444
53.475,52.1075,54.5075,51.685875,216071688
51.3825,51.005,51.6075,50.4075,163448488
49.4975,48.335,49.66225,48.145,209571876
49.0775,49.25,49.51675,48.51,143299148
48.8525,49.76,49.89,48.455,133457600
50.05,50.8575,50.8825,49.8475,108038092
50.325,50.2475,50.69,49.8225,98478984
49.905,50.12,50.5129,49.7875,89927556
50.255,52.2425,53.035,50.12,190159144
50.79,50.6875,51.61,50.646725,146189772
50.865,50.435,51.285,49.9175,111533452
51.07,51.625,51.79,50.96,115254496
52.655,52.5875,53.182675,52.50625,97727660
52.72,52.59,53.3375,52.58,107678116
53.2475,53.16,53.4125,52.9008,86258988
53.2975,53.115,53.60875,52.6875,89071276
52.3575,50.66,53.01275,50.25,187531372
51.465,51.6225,51.7975,51.264325,104264520
51.965,51.04,52.1375,50.8825,103589376
51.025,51.3825,51.43,50.83,63830528
52.125,52.2525,52.33,51.66375,84030608
52.54,52.185,52.6125,51.8,84650244
51.6075,51.425,51.745,51.055,80238296
52.0975,52.2975,52.37,51.83,76867280
53.0,53.32,53.4925,52.8775,95787936
53.5125,53.315,53.605,53.1275,77449176
53.71,53.5425,54.11,52.7675,109237604
53.465,54.175,54.195,52.9275,127111724
54.5175,55.8975,55.9275,54.4325,177158584
56.2,55.77125,56.605,55.715,128906676
55.0,54.6875,55.1975,54.255,159053184
54.4325,54.975,55.0325,54.39,84632564
54.99,55.175,55.205,54.78,73545872
55.265,55.6925,55.7125,54.86,102572372
55.5025,55.24,55.94,55.0925,88751504
55.345,54.4325,55.64,54.36825,231908376
54.7375,54.68,54.96,54.4125,77678592
55.2575,54.42,55.6225,54.2975,125737468
54.6375,55.2575,55.375,54.28505,89924024
55.0,54.9725,55.235,54.7075,76353248
55.135,54.705,55.24,54.32035,101445140
55.225,55.9925,56.145,55.1975,105274332
56.2675,56.1475,57.055,56.05,144748652
55.765,54.74,55.895,54.4825,143069028
54.6075,55.205,55.24,53.783,121410744
56.41,56.7525,56.8725,55.9725,139022212
56.5675,56.765,57.4825,56.46,123557076
56.455,56.1,57.015,56.0825,117130800
56.7575,56.7575,56.9475,56.41,76117696
56.9825,57.5225,57.61,56.825,115851936
58.2375,59.0525,59.41,58.076875,167960840
58.725,58.9675,59.53355,58.667525,97653936
59.0975,58.83,59.4125,58.72,92161932
58.3425,58.5925,58.81,58.3,77146776
58.7725,58.82,59.0375,58.38,69091588
58.6475,59.1025,59.395,58.5725,97508664
59.38,60.1275,60.2475,59.33,89469932
60.29,59.99,60.55,59.90545,90736004
60.525,60.795,60.81,60.305,79730180
61.1275,60.895,61.2,60.45125,71665020
60.79,61.645,61.6825,60.72,73477184
61.855,62.2625,62.3125,61.68,96572964
62.2425,60.8225,62.4375,60.6425,142839468
61.19,60.815,61.325,60.3025,124522088
61.81,62.19,62.2925,59.315,139162080
62.385,63.955,63.9825,62.29,151125336
